timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1592058158477,528,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-13,text,true,,1197,428,16,16,http://localhost:8081/issues.json,528,0,0
1592058158500,548,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-8,,true,,928,354,16,16,http://localhost:8081/issues/439.json,0,0,0
1592058158543,545,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,true,,1185,163,16,16,http://localhost:8081/issues/445.json,545,0,0
1592058158579,540,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-11,,true,,928,354,16,16,http://localhost:8081/issues/440.json,0,0,0
1592058158602,564,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-12,,true,,928,354,16,16,http://localhost:8081/issues/441.json,0,0,0
1592058158625,586,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,,true,,928,354,16,16,http://localhost:8081/issues/442.json,0,0,0
1592058158648,621,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,,true,,928,354,16,16,http://localhost:8081/issues/443.json,0,0,0
1592058158679,632,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,,true,,511,246,16,16,http://localhost:8081/issues/437.json,0,0,0
1592058158718,648,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,13245,159,16,16,http://localhost:8081/issues.json,648,0,1
1592058158785,616,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-10,text,true,,1197,428,16,16,http://localhost:8081/issues.json,616,0,0
1592058158845,611,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-9,text,true,,1197,428,16,16,http://localhost:8081/issues.json,611,0,0
1592058158868,637,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-6,,true,,928,354,16,16,http://localhost:8081/issues/444.json,0,0,0
1592058158900,644,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-7,,true,,511,246,16,16,http://localhost:8081/issues/438.json,0,0,0
1592058158910,694,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-15,text,true,,13220,159,16,16,http://localhost:8081/issues.json,693,0,1
1592058158912,757,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-16,text,true,,13220,159,16,16,http://localhost:8081/issues.json,757,0,0
1592058158950,748,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-14,text,true,,1185,163,16,16,http://localhost:8081/issues/446.json,747,0,0
1592058159005,719,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-13,text,true,,1185,163,16,16,http://localhost:8081/issues/447.json,719,0,0
1592058159048,704,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-8,,true,,511,246,16,16,http://localhost:8081/issues/439.json,0,0,0
1592058159088,703,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,,true,,928,354,16,16,http://localhost:8081/issues/445.json,0,0,0
1592058159119,735,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-11,,true,,511,246,16,16,http://localhost:8081/issues/440.json,0,0,0
1592058159166,732,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-12,,true,,511,246,16,16,http://localhost:8081/issues/441.json,0,0,0
1592058159212,721,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,,true,,511,246,18,18,http://localhost:8081/issues/442.json,0,0,0
1592058159269,699,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,,true,,511,246,18,18,http://localhost:8081/issues/443.json,0,0,0
1592058159317,737,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,13297,159,18,18,http://localhost:8081/issues.json,737,0,1
1592058159367,721,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,1197,428,18,18,http://localhost:8081/issues.json,721,0,0
1592058159402,720,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-10,text,true,,1185,163,18,18,http://localhost:8081/issues/448.json,720,0,0
1592058159456,689,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-9,text,true,,1185,163,18,18,http://localhost:8081/issues/449.json,689,0,0
1592058159505,666,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-6,,true,,511,246,18,18,http://localhost:8081/issues/444.json,0,0,0
1592058159544,680,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-7,text,true,,13285,159,18,18,http://localhost:8081/issues.json,680,0,1
1592058159604,663,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-15,text,true,,1197,428,18,18,http://localhost:8081/issues.json,663,0,0
1592058159670,643,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-16,text,true,,1197,428,18,18,http://localhost:8081/issues.json,643,0,0
1592058159698,658,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-14,,true,,928,354,18,18,http://localhost:8081/issues/446.json,0,0,0
1592058159724,679,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-13,,true,,928,354,18,18,http://localhost:8081/issues/447.json,0,0,0
1592058159752,725,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-8,text,true,,13259,159,18,18,http://localhost:8081/issues.json,725,0,1
1592058159792,713,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,,true,,511,246,18,18,http://localhost:8081/issues/445.json,0,0,0
1592058159854,705,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-11,text,true,,13272,159,18,18,http://localhost:8081/issues.json,705,0,1
1592058159898,713,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-12,text,true,,13272,159,18,18,http://localhost:8081/issues.json,713,0,1
1592058159913,759,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-17,text,true,,13272,159,18,18,http://localhost:8081/issues.json,759,0,0
1592058159913,812,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-18,text,true,,13272,159,18,18,http://localhost:8081/issues.json,812,0,0
1592058159934,844,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,13272,159,18,18,http://localhost:8081/issues.json,843,0,0
1592058159969,869,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,13272,159,18,18,http://localhost:8081/issues.json,869,0,0
1592058160054,817,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,1197,428,18,18,http://localhost:8081/issues.json,817,0,0
1592058160089,825,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,1185,163,20,19,http://localhost:8081/issues/450.json,825,0,0
1592058160122,840,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-10,,true,,928,354,20,20,http://localhost:8081/issues/448.json,0,0,0
1592058160145,910,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-9,,true,,928,354,20,20,http://localhost:8081/issues/449.json,0,0,0
1592058160171,980,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-6,text,true,,13271,159,20,20,http://localhost:8081/issues.json,980,0,0
1592058160225,959,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-7,text,true,,1197,428,20,20,http://localhost:8081/issues.json,959,0,0
1592058160268,950,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-15,text,true,,1185,163,20,20,http://localhost:8081/issues/451.json,950,0,0
1592058160320,924,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-16,text,true,,1185,163,20,20,http://localhost:8081/issues/452.json,924,0,0
1592058160356,915,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-14,,true,,511,246,20,20,http://localhost:8081/issues/446.json,0,0,0
1592058160403,894,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-13,,true,,511,246,20,20,http://localhost:8081/issues/447.json,0,0,0
1592058160477,854,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-8,text,true,,1197,428,20,20,http://localhost:8081/issues.json,854,0,0
1592058160505,904,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,true,,13247,159,20,20,http://localhost:8081/issues.json,904,0,0
1592058160558,884,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-11,text,true,,1197,428,20,20,http://localhost:8081/issues.json,884,0,0
1592058160610,876,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-12,text,true,,1197,428,20,20,http://localhost:8081/issues.json,876,0,0
1592058160671,861,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-17,text,true,,1197,428,20,20,http://localhost:8081/issues.json,861,0,0
1592058160725,863,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-18,text,true,,1197,428,20,20,http://localhost:8081/issues.json,863,0,0
1592058160777,859,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,1197,428,20,20,http://localhost:8081/issues.json,859,0,0
1592058160838,843,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,1197,428,20,20,http://localhost:8081/issues.json,843,0,0
1592058160870,847,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,1185,163,20,20,http://localhost:8081/issues/453.json,847,0,0
1592058160914,834,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,,true,,928,354,20,20,http://localhost:8081/issues/450.json,0,0,0
1592058160914,912,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-19,text,true,,13106,159,20,20,http://localhost:8081/issues.json,912,0,0
1592058160914,967,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-20,text,true,,13106,159,20,20,http://localhost:8081/issues.json,967,0,1
1592058160961,949,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-10,,true,,511,246,20,20,http://localhost:8081/issues/448.json,0,0,0
1592058161054,887,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-9,,true,,511,246,20,20,http://localhost:8081/issues/449.json,0,0,0
1592058161151,835,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-6,text,true,,1197,428,20,20,http://localhost:8081/issues.json,835,0,0
1592058161183,841,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-7,text,true,,1185,163,20,20,http://localhost:8081/issues/454.json,841,0,0
1592058161218,849,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-15,,true,,928,354,20,20,http://localhost:8081/issues/451.json,0,0,0
1592058161243,870,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-16,,true,,928,354,20,20,http://localhost:8081/issues/452.json,0,0,0
1592058161271,906,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-14,text,true,,13134,159,20,20,http://localhost:8081/issues.json,906,0,0
1592058161297,953,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-13,text,true,,13134,159,20,20,http://localhost:8081/issues.json,953,0,1
1592058161332,943,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-8,text,true,,1185,163,20,20,http://localhost:8081/issues/455.json,943,0,0
1592058161409,899,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,true,,1197,428,20,20,http://localhost:8081/issues.json,899,0,0
1592058161442,908,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-11,text,true,,1185,163,20,20,http://localhost:8081/issues/456.json,908,0,0
1592058161487,900,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-12,text,true,,1185,163,20,20,http://localhost:8081/issues/457.json,900,0,0
1592058161532,889,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-17,text,true,,1185,163,20,20,http://localhost:8081/issues/458.json,889,0,0
1592058161589,870,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-18,text,true,,1185,163,20,20,http://localhost:8081/issues/459.json,870,0,0
1592058161637,860,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,1185,163,20,20,http://localhost:8081/issues/460.json,860,0,0
1592058161682,867,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,1185,163,20,20,http://localhost:8081/issues/461.json,867,0,0
1592058161717,866,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,,true,,928,354,20,20,http://localhost:8081/issues/453.json,0,0,0
1592058161749,873,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,,true,,511,246,20,20,http://localhost:8081/issues/450.json,0,0,0
1592058161827,826,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-19,text,true,,1197,428,20,20,http://localhost:8081/issues.json,826,0,0
1592058161881,813,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-20,text,true,,1197,428,20,20,http://localhost:8081/issues.json,813,0,0
1592058161911,848,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-10,text,true,,13094,159,20,20,http://localhost:8081/issues.json,848,0,0
1592058161942,884,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-9,text,true,,13094,159,20,20,http://localhost:8081/issues.json,884,0,0
1592058161986,864,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-6,text,true,,1185,163,20,20,http://localhost:8081/issues/462.json,864,0,0
1592058162025,858,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-7,,true,,928,354,20,20,http://localhost:8081/issues/454.json,0,0,0
1592058162068,858,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-15,,true,,511,246,20,20,http://localhost:8081/issues/451.json,0,0,0
1592058162113,835,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-16,,true,,511,246,20,20,http://localhost:8081/issues/452.json,0,0,0
1592058162181,798,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-14,text,true,,1197,428,20,20,http://localhost:8081/issues.json,798,0,0
1592058162250,775,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-13,text,true,,1197,428,20,20,http://localhost:8081/issues.json,775,0,0
1592058162275,806,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-8,,true,,928,354,20,20,http://localhost:8081/issues/455.json,0,0,0
1592058162308,813,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,true,,1185,163,20,20,http://localhost:8081/issues/463.json,813,0,0
1592058162350,805,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-11,,true,,928,354,20,20,http://localhost:8081/issues/456.json,0,0,0
1592058162387,814,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-12,,true,,928,354,20,20,http://localhost:8081/issues/457.json,0,0,0
1592058162421,827,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-17,,true,,928,354,20,20,http://localhost:8081/issues/458.json,0,0,0
1592058162460,848,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-18,,true,,928,354,20,20,http://localhost:8081/issues/459.json,0,0,0
1592058162497,859,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,,true,,928,354,20,20,http://localhost:8081/issues/460.json,0,0,0
1592058162549,854,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,,true,,928,354,20,20,http://localhost:8081/issues/461.json,0,0,0
1592058162583,860,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,,true,,511,246,20,20,http://localhost:8081/issues/453.json,0,0,0
1592058162623,884,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,13166,159,20,20,http://localhost:8081/issues.json,884,0,1
1592058162653,879,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-19,text,true,,1185,163,20,20,http://localhost:8081/issues/464.json,879,0,0
1592058162695,856,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-20,text,true,,1185,163,20,20,http://localhost:8081/issues/465.json,856,0,0
1592058162760,823,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-10,text,true,,1197,428,20,20,http://localhost:8081/issues.json,823,0,0
1592058162826,797,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-9,text,true,,1197,428,20,20,http://localhost:8081/issues.json,797,0,0
1592058162850,815,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-6,,true,,928,354,20,20,http://localhost:8081/issues/462.json,0,0,0
1592058162883,820,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-7,,true,,511,246,20,20,http://localhost:8081/issues/454.json,0,0,0
1592058162927,844,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-15,text,true,,13154,159,20,20,http://localhost:8081/issues.json,844,0,0
1592058162950,875,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-16,text,true,,13154,159,20,20,http://localhost:8081/issues.json,875,0,0
1592058162979,870,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-14,text,true,,1185,163,20,20,http://localhost:8081/issues/466.json,870,0,0
1592058163025,847,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-13,text,true,,1185,163,20,20,http://localhost:8081/issues/467.json,847,0,0
1592058163082,816,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-8,,true,,511,246,20,20,http://localhost:8081/issues/455.json,0,0,0
1592058163121,815,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,,true,,928,354,20,20,http://localhost:8081/issues/463.json,0,0,0
1592058163156,826,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-11,,true,,511,246,20,20,http://localhost:8081/issues/456.json,0,0,0
1592058163201,806,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-12,,true,,511,246,20,20,http://localhost:8081/issues/457.json,0,0,0
1592058163248,785,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-17,,true,,511,246,20,20,http://localhost:8081/issues/458.json,0,0,0
1592058163308,756,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-18,,true,,511,246,20,20,http://localhost:8081/issues/459.json,0,0,0
1592058163356,735,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,,true,,511,246,20,20,http://localhost:8081/issues/460.json,0,0,0
1592058163404,730,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,,true,,511,246,20,20,http://localhost:8081/issues/461.json,0,0,0
1592058163443,792,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,13247,159,20,20,http://localhost:8081/issues.json,792,0,1
1592058163508,794,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,1197,428,20,20,http://localhost:8081/issues.json,794,0,0
1592058163532,820,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-19,,true,,928,354,20,20,http://localhost:8081/issues/464.json,0,0,0
1592058163551,848,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-20,,true,,928,354,20,20,http://localhost:8081/issues/465.json,0,0,0
1592058163584,855,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-10,text,true,,1185,163,20,20,http://localhost:8081/issues/468.json,855,0,0
1592058163623,838,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-9,text,true,,1185,163,20,20,http://localhost:8081/issues/469.json,838,0,0
1592058163665,819,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-6,,true,,511,246,20,20,http://localhost:8081/issues/462.json,0,0,0
1592058163703,843,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-7,text,true,,13259,159,20,20,http://localhost:8081/issues.json,843,0,1
1592058163771,809,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-15,text,true,,1197,428,20,20,http://localhost:8081/issues.json,809,0,0
1592058163825,801,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-16,text,true,,1197,428,20,20,http://localhost:8081/issues.json,801,0,0
1592058163849,821,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-14,,true,,928,354,20,20,http://localhost:8081/issues/466.json,0,0,0
1592058163872,842,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-13,,true,,928,354,20,20,http://localhost:8081/issues/467.json,0,0,0
1592058163898,897,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-8,text,true,,13233,159,20,20,http://localhost:8081/issues.json,897,0,1
1592058163937,884,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,,true,,511,246,20,20,http://localhost:8081/issues/463.json,0,0,0
1592058163982,894,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-11,text,true,,13246,159,20,20,http://localhost:8081/issues.json,894,0,1
1592058164008,924,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-12,text,true,,13246,159,20,20,http://localhost:8081/issues.json,924,0,1
1592058164034,964,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-17,text,true,,13246,159,20,20,http://localhost:8081/issues.json,964,0,0
1592058164064,988,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-18,text,true,,13246,159,20,20,http://localhost:8081/issues.json,988,0,1
1592058164091,1018,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,13246,159,20,20,http://localhost:8081/issues.json,1018,0,1
1592058164135,1037,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,13246,159,20,20,http://localhost:8081/issues.json,1037,0,0
1592058164235,974,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,1197,428,20,20,http://localhost:8081/issues.json,974,0,0
1592058164303,953,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,1185,163,20,20,http://localhost:8081/issues/470.json,953,0,0
1592058164352,944,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-19,,true,,511,246,20,20,http://localhost:8081/issues/464.json,0,0,0
1592058164399,933,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-20,,true,,511,246,20,20,http://localhost:8081/issues/465.json,0,0,0
1592058164439,950,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-10,,true,,928,354,20,20,http://localhost:8081/issues/468.json,0,0,0
1592058164461,1015,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-9,,true,,928,354,20,20,http://localhost:8081/issues/469.json,0,0,0
1592058164484,1066,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-6,text,true,,13271,159,20,20,http://localhost:8081/issues.json,1066,0,1
1592058164547,1038,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-7,text,true,,1197,428,20,20,http://localhost:8081/issues.json,1038,0,0
1592058164581,1041,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-15,text,true,,1185,163,20,20,http://localhost:8081/issues/471.json,1041,0,0
1592058164626,1021,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-16,text,true,,1185,163,20,20,http://localhost:8081/issues/472.json,1021,0,0
1592058164670,1003,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-14,,true,,511,246,20,20,http://localhost:8081/issues/466.json,0,0,0
1592058164714,987,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-13,,true,,511,246,20,20,http://localhost:8081/issues/467.json,0,0,0
1592058164796,951,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-8,text,true,,1197,428,20,20,http://localhost:8081/issues.json,951,0,0
1592058164825,992,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,true,,13247,159,20,20,http://localhost:8081/issues.json,992,0,0
1592058164877,974,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-11,text,true,,1197,428,20,20,http://localhost:8081/issues.json,974,0,0
1592058164933,964,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-12,text,true,,1197,428,20,20,http://localhost:8081/issues.json,964,0,0
1592058164998,943,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-17,text,true,,1197,428,20,20,http://localhost:8081/issues.json,943,0,0
1592058165053,946,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-18,text,true,,1197,428,20,20,http://localhost:8081/issues.json,946,0,0
1592058165110,937,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,1197,428,20,20,http://localhost:8081/issues.json,937,0,0
1592058165172,923,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,1197,428,20,20,http://localhost:8081/issues.json,923,0,0
1592058165210,924,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,1185,163,20,20,http://localhost:8081/issues/473.json,924,0,0
1592058165257,914,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,,true,,928,354,20,20,http://localhost:8081/issues/470.json,0,0,0
